user name,positive or negative,total playing time,number of helpful,content
http://steamcommunity.com/id/normens/,0,0.5 hrs on record,"
				186 of 249 people (75%) found this review helpful4 people found this review funny			","
Posted: January 26, 2016
												Only PLAY money? No, thank you.Also you can buy play chips for real money...			"
http://steamcommunity.com/id/liownel/,0,0.1 hrs on record,"
				368 of 519 people (71%) found this review helpful25 people found this review funny			","
Posted: January 26, 2016
												We're only here for having a good time and spend our pocket money on your catalog, not to get broke gambling.Don't be evil Steam, gambling shouldn't be allowed here.			"
http://steamcommunity.com/id/grapem8/,0,0.1 hrs on record,"
				110 of 140 people (79%) found this review helpful6 people found this review funny			","
Posted: January 26, 2016
												There is a reason this site was shutdown many years ago. Steam please take this off of the store.			"
http://steamcommunity.com/id/timemachinegamer/,0,0.2 hrs on record,"
				30 of 38 people (79%) found this review helpful			","
Posted: January 27, 2016
												This gambling real money.But won't cash out if you won.It's scam.			"
http://steamcommunity.com/id/ramlock/,0,0.2 hrs on record,"
				23 of 30 people (77%) found this review helpful			","
Posted: January 27, 2016
												This is far from free, you have to bet real money, necessarily. Furthermore, no option for a private table with friends. 0/10			"
http://steamcommunity.com/profiles/76561198097621752/,0,0.4 hrs on record,"
				103 of 135 people (76%) found this review helpful3 people found this review funny			","
Posted: January 26, 2016
												I like it. Its very similar to PokerStars program. Its a little even better than poker stars cuz it has beter disigne, but thats it. Bigest problem is what you cant withdraw your money but you can deposit... Well this is stupid and i dont like it... If you are gambling you are risking to get money and to lose, but not to win for nothing and to lose for wining... What?!So its another P2W game ? Its not even real gambling cuz you cant withdraw your money... I would like to withdraw my money (chips) to steam wallet and that would be very intresting to play. Or to play with iteams to risk to lose them and to get some money and ect... Well thats what im calling gambling.I hope it will get withdraw option later... If its going to be changed im going to rewrite my review. 4/10 cuz you cant win right now only to lose some time or even to lose your real money... :(			"
http://steamcommunity.com/profiles/76561198211110176/,0,0.4 hrs on record,"
				60 of 74 people (81%) found this review helpful1 person found this review funny			","
Posted: January 26, 2016
												In 2012 PokerStars (by far the largest poker website in the world) struck a deal with the U.S. Depatment of Justice to acquire Full Tilt. In 2014 Amaya Gaming purchased PokerStars and hence Full Tilt.So Full Tilt now is FAR DISTANCED from it's original owners (who were a bunch of crooks, no doubt).Why I wouldn't reccomend this.... Because it I think it's silly to play poker online for ""funny money"". ESPECIALLY when if you run out of chips you have to purchase more play chips with REAL money!			"
http://steamcommunity.com/id/Skybluegum/,0,0.4 hrs on record,"
				42 of 52 people (81%) found this review helpful1 person found this review funny			","
Posted: January 26, 2016
												I like Poker.This is Pay to gamble. Yeah, you won't be able to play if you don't pay first.But if you actually ""win"", you can't withdraw any money.There are actually some online poker games that don't require real money, but if you like poker, you know that you need to -look- at the other players.So if you're going to gamble, gamble in real life.Don't pay for this. "
http://steamcommunity.com/id/feistykobold/,0,0.1 hrs on record,"
				46 of 60 people (77%) found this review helpful2 people found this review funny			","
Posted: January 26, 2016
												UK review:Playing with fake money is quite fun. It's good to have a multiplayer poker game on steam.But the game includes gambling for real money too and I don't think it belongs on steam. There's something seedy about real money gambling and if nothing else I don't want steam to end up filled with tons of gambling games in addition to the shovelware and weekend code projects that's already flooded the store			"
http://steamcommunity.com/id/saifkhan/,0,0.2 hrs on record,"
				33 of 45 people (73%) found this review helpful			","
Posted: January 26, 2016
												AVOID THIS GAME. FIrst, the game itself is badly designed. and the players on it are really really terrible. To the point that not only will you not learn anything related to poker, but it will also introduce bad habits in your playing method. Second, this is for play money... by making you BUY *play money*. There are better ways to learn the game.			"
http://steamcommunity.com/id/metroandroid/,0,0.1 hrs on record,"
				19 of 28 people (68%) found this review helpful2 people found this review funny			","
Posted: January 26, 2016
												Fitting that on the same day The Witness is released, the very antithesis of Jon Blow's design philosophy would also be released.


YouTube™ Video: Jonathan Blow: Video Games and the Human Condition 

			Views: 112,812		

			September 27, 2010 Source: http://edtech.rice.edu/www/?option=com_iwebcast&task=webcast&action=details&event=2349 This is not my video, it belongs to Rice Digital Media Services.		

 "
http://steamcommunity.com/id/torasko/,0,0.2 hrs on record,"
				12 of 16 people (75%) found this review helpful3 people found this review funny			","
Posted: January 27, 2016
												So we're letting scammers (Chris Ferguson & Co), whose domain was at one point seized by the FBI, advertise their shady product on Steam? I'm talking about an organization that the U.S. Justice Department filed a civil complaint against for allegedly running a Ponzi scheme, and this is getting the stamp of approval from Valve - one of the most respected video-game businesses out there? This is perhaps the biggest example of why Steam Greenlight is flawed like a bottomless bucket. Get it out of here!More information:https://legitorscam.org/full-tilt-poker-is-a-scam/http://www.wsj.com/articles/SB10001424053111904106704576582741398633386https://en.wikipedia.org/wiki/United_States_v._Scheinberg "
http://steamcommunity.com/id/ianolivia/,0,0.1 hrs on record,"
				9 of 12 people (75%) found this review helpful1 person found this review funny			","
Posted: January 27, 2016
Originally posted by Wikipedia:United States v. Scheinberg, 10 Cr. 336 (2011), is a United States federal criminal case against the founders of the three largest online poker companies, PokerStars, Full Tilt Poker and Cereus (Absolute Poker/Ultimatebet), and a handful of their associates,[1] which alleges that the defendants violated the Unlawful Internet Gambling Enforcement Act (UIGEA) and engaged in bank fraud and money laundering to process transfers to and from their customers.[1] A companion civil case, United States v. PokerStars, et al., 11 Civ. 2564 (2011),[2] includes Full Tilt and Cereus as defendants and seeks the recovery of forfeiture equaling approximately $3 billion in assets belonging to the companies.Yes, that's right, the devs of this game are literally criminals. They were forbidden from having real money pay. Guess what though? They lied. It's on here. On top of all of that it's not even real gambling because you can't withdraw it. Avoid it at all costs and report to the local authorities.			"
http://steamcommunity.com/id/rickonic/,0,0.2 hrs on record,"
				26 of 45 people (58%) found this review helpful3 people found this review funny			","
Posted: January 26, 2016
												OK so me and my friend have been waiting for a poker game for some time, something not too shaby and to show off my poker skills to hammer my friend to the ground. Saw this game today and downloaded it 50mb? alright alright lets get into a game quick time, a few seconds pass then i started to play, created an account then made my self some penguin which looks high and i progress towards the browsing of the tables for blackjack, found some game ignoring any instructions (who even reads instructions?) before i hopped in, my friend was outta it just like the time he smoked one Pound of weed within a day and had no idea where the hell he was, the browsing menu, what browing menu? i said ♥♥♥♥ it and 'tried' to hop into this table i have been waiting on, some pop-up menu appeared asking for my details to actually play like CMON all i want is to play a game of poker to prove my pro status towards anyone who comes against me. shambles.			"
http://steamcommunity.com/id/ChompOnThis/,0,0.6 hrs on record,"
				7 of 10 people (70%) found this review helpful1 person found this review funny			","
Posted: January 27, 2016
												It's the same client you can download from their .net site (most pokersites use .net for playmoney and .com for realmoney). You get 1000 playmoney and you can get 1000 more when it's gone for free. If you want to play higher playmoney stakes you have 2 options: 1 - Grind it up with your 1000 starting bankroll2 - Buy playmoney chips.But why would anyone buy playmoney chips for real money? Or why would you wanna play with playmoney? Here is my advice:Just start playing with real money! You can sit at a realmoney table for as low as $ 0,80 at the 1 and 2 cent blind tables. Realmoney tables also plays a whole lot different than playmoney tables, it's almost uncomparible. If you wanna learn to play poker better do it at a real money table. There are many poker affiliate sites (just google) that will give a small bankroll for free. That way you can learn poker on realmoney tables without actually risking anything ! If you lose it all, it doesn't matter, cause you didn't spend any money. And if you are good enough to be winning, than you have found a new profitable hobby.So, pay to play playmoney poker or get free money and play real poker?I'm wondering how much money steam got from FTP to put this in the store.			"
http://steamcommunity.com/profiles/76561197970432340/,1,0.1 hrs on record,"
				28 of 52 people (54%) found this review helpful4 people found this review funny			","
Posted: February 6, 2016
												Funny, how all the people are crying about spending real money on a poker site and that it's gambling. Guys, poker is a sport like chess, some are good some are bad. Or what do you think how players like Phil Hellmuth won so much bracelets at the WSOP? Definitely not because he had so much luck, it's skill. Sure, when you go all-in with every ♥♥♥♥♥♥ hand, you gamble. And playing with real money is part of the game. So get used to it. Some other people crying about that the site is owned by scamers like Howard Lederer and Chris Ferguson. That's not the truth. Pokerstars bought and reopened Full Tilt and all players who got scamed by the old owners got there bankroll back. So please, don't spread lies around. Full Tilt is a trustful pokersite, owned by the biggest pokersite in the world. They don't need to scam, they earn enough money by the rake you produce while playing.			"
http://steamcommunity.com/profiles/76561198034601961/,0,0.2 hrs on record,"
				4 of 5 people (80%) found this review helpful			","
Posted: June 15, 2016
Product received for free
												Spending Real Money to buy Poker chips ! Never...!			"
http://steamcommunity.com/profiles/76561198133983660/,0,0.4 hrs on record,"
				5 of 10 people (50%) found this review helpful3 people found this review funny			","
Posted: February 1, 2016
												this game is awful! to many steps to play the game gezz! i know its free and all but takes 10 min to get to a table wtf!			"
http://steamcommunity.com/id/darrydidit/,1,138.2 hrs on record,"
				1 of 2 people (50%) found this review helpful			","
Posted: April 9, 2016
												Play money poker. If you pay money for play money poker, you are bad at poker, deserve to feel bad after playing this game, and shouldn't leave a bad review.			"
http://steamcommunity.com/id/Takiado/,1,3.4 hrs on record,"
				3 of 4 people (75%) found this review helpful			","
Posted: April 19, 2016
												I Love Hold'em and I'm good at it so I like full tilt, pokerstars, bovada etc. etc.This is the most fun visually since you get redonk avatars. Its one of the first well known poker software shown on several tv. shows like Two Months Two Million, or any WSOP shirt or any Shirt on a Pro in any professionally advertised setting. The point is that this is a classic, I don't know if its the 'best', but its fun, just don't spend real money on FAKE PLAY chips. Although I wish I could play with real money, since i know i could nom some fish and make a pretty penny, but I'll settle for having fun.			"
http://steamcommunity.com/id/greenhound/,1,4.0 hrs on record,"
				4 of 8 people (50%) found this review helpful8 people found this review funny			","
Posted: February 28, 2016
												I come here after a game of CS cause I'm always fully tilted by then			"
http://steamcommunity.com/profiles/76561198286687217/,1,27.2 hrs on record,"
				2 of 4 people (50%) found this review helpful			","
Posted: February 28, 2016
												Gutes Spiel			"
http://steamcommunity.com/profiles/76561198057486178/,0,0.7 hrs on record,"
				2 of 5 people (40%) found this review helpful			","
Posted: February 2, 2016
												What the ♥♥♥♥ is going on here ... first fulltilt  loose his license 2 years later pokerstars buy fulltilt and now steam promote f2p fulltilt tables ....			"
http://steamcommunity.com/id/theflirter69/,1,76.8 hrs on record,"
				1 of 3 people (33%) found this review helpful3 people found this review funny			","
Posted: March 28, 2016
												My cs go team			"
