user name,positive or negative,total playing time,number of helpful,content
http://steamcommunity.com/id/Kodyd194/,1,0.7 hrs on record,"
				34 of 39 people (87%) found this review helpful			","
Posted: January 17, 2014
												A great little demo, basically a character creator for the game saints row 3 but free so you dont have to purchase the full game to use it.			"
http://steamcommunity.com/id/boopdasnoot/,1,1.7 hrs on record,"
				21 of 25 people (84%) found this review helpful			","
Posted: January 1, 2014
												it is very useful "
http://steamcommunity.com/id/_kaczynski/,1,1.3 hrs on record,"
				13 of 16 people (81%) found this review helpful			","
Posted: December 30, 2013
												Very good for creating an early saints row 3 character			"
http://steamcommunity.com/profiles/76561198162011841/,1,0.4 hrs on record,"
				3 of 3 people (100%) found this review helpful			","
Posted: December 25, 2014
												this game is badass			"
http://steamcommunity.com/id/FlatDevice/,1,31.1 hrs on record,"
				4 of 5 people (80%) found this review helpful			","
Posted: July 24, 2013
												If you don't have SR3, get this at least (it's FREE) and have fun making thug bosses!			"
http://steamcommunity.com/id/TheRealBeelzebub/,1,1.0 hrs on record,"
				4 of 5 people (80%) found this review helpful			","
Posted: February 16, 2014
												Great for importing charecters			"
http://steamcommunity.com/id/overfiend_87/,1,5.1 hrs on record,"
				5 of 7 people (71%) found this review helpful			","
Posted: November 14, 2011
												If you plan to buy saints row the third, this is a great thing to have. Basically it's for you to make a character, pre-prepared for saints so once oyu get it you can just import the character and away you go.			"
http://steamcommunity.com/id/CoffeeMuggot/,1,0.4 hrs on record,"
				3 of 4 people (75%) found this review helpful6 people found this review funny			","
Posted: November 5, 2011
												a.k.a Barbie™ DressUp vol. 3: Saints Fashion Stuff			"
http://steamcommunity.com/id/pornstorestiffi/,1,10.6 hrs on record,"
				1 person found this review helpful			","
Posted: March 14, 2013
												Like over the top? like♥♥♥♥♥♥and fart jokes? well then your in luck, SR: The Third is made just for you.			"
http://steamcommunity.com/profiles/76561198009398717/,1,0.7 hrs on record,"
				7 of 7 people (100%) found this review helpful			","
Posted: March 14, 2013
												This is where you can create your SR3 characters / clothing,  put it in the SR3 official site and download it back in game (Pre- launch function)No Cons this time , since it is Free and  was a cool free software before the SR3 launch back in November 2011.*Can still use now if anyone want though			"
